artist,song,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,clusters
Manfred Mann Chapter Three,One Way Glass,0,spotify:track:2E0tlDzvMmszn2DGNmFZDF,0.474,0.735,6,-7.987,1,0.0316,0.261,0.862,0.0965,0.692,88.407,audio_features,2E0tlDzvMmszn2DGNmFZDF,https://api.spotify.com/v1/tracks/2E0tlDzvMmszn2DGNmFZDF,https://api.spotify.com/v1/audio-analysis/2E0tlDzvMmszn2DGNmFZDF,214933,4,9
Neil Young,Only Love Can Break Your Heart,0,spotify:track:4nRhbx8L4ifnMKaE5jSQGR,0.732,0.239,2,-12.203,1,0.037,0.681,1.16e-06,0.0972,0.377,110.58,audio_features,4nRhbx8L4ifnMKaE5jSQGR,https://api.spotify.com/v1/tracks/4nRhbx8L4ifnMKaE5jSQGR,https://api.spotify.com/v1/audio-analysis/4nRhbx8L4ifnMKaE5jSQGR,188600,3,5
The Beach Boys,Only With You - Remastered 2000,27,spotify:track:1RqqIyIctOmrMelFhhmESC,0.424,0.16,6,-18.425,1,0.0353,0.708,0.00902,0.117,0.0689,60.684,audio_features,1RqqIyIctOmrMelFhhmESC,https://api.spotify.com/v1/tracks/1RqqIyIctOmrMelFhhmESC,https://api.spotify.com/v1/audio-analysis/1RqqIyIctOmrMelFhhmESC,182840,4,5
Pamoja,Oooh Baby,0,spotify:track:3Ic1XavW8rigicEfyslibk,0.736,0.81,7,-6.877,1,0.0427,0.0323,0.00638,0.112,0.707,100.561,audio_features,3Ic1XavW8rigicEfyslibk,https://api.spotify.com/v1/tracks/3Ic1XavW8rigicEfyslibk,https://api.spotify.com/v1/audio-analysis/3Ic1XavW8rigicEfyslibk,216893,4,4
Tweet,Oops (Oh My) [feat. Missy Elliott],62,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,audio_features,5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/tracks/5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/audio-analysis/5Y0E3dOeynKuLDAXu0t0Bg,237800,4,0
Eduardo Araujo,Opanigê,0,spotify:track:3ktDhQ7TocUxmrp6bPiVon,0.47,0.398,2,-13.208,1,0.0375,0.118,0.702,0.131,0.632,149.644,audio_features,3ktDhQ7TocUxmrp6bPiVon,https://api.spotify.com/v1/tracks/3ktDhQ7TocUxmrp6bPiVon,https://api.spotify.com/v1/audio-analysis/3ktDhQ7TocUxmrp6bPiVon,253893,4,7
Liquid Liquid,Optimo,33,spotify:track:7KS7EfTOFYoBudtsJlj6E2,0.7,0.964,7,-6.307,1,0.0479,0.0027,0.755,0.18,0.776,123.345,audio_features,7KS7EfTOFYoBudtsJlj6E2,https://api.spotify.com/v1/tracks/7KS7EfTOFYoBudtsJlj6E2,https://api.spotify.com/v1/audio-analysis/7KS7EfTOFYoBudtsJlj6E2,160693,4,9
Silver Apples,Oscillations,0,spotify:track:10iyrkqHdykjmBG9ZuiQKy,0.492,0.553,9,-8.6,1,0.0397,0.406,0.000105,0.163,0.431,125.936,audio_features,10iyrkqHdykjmBG9ZuiQKy,https://api.spotify.com/v1/tracks/10iyrkqHdykjmBG9ZuiQKy,https://api.spotify.com/v1/audio-analysis/10iyrkqHdykjmBG9ZuiQKy,167200,4,4
"Crosby, Stills, Nash & Young",Our House,70,spotify:track:2hitsKa8SthKhRJBXUHbIv,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,audio_features,2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/tracks/2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,179760,4,5
Round Robin,Our Love Is so True,0,spotify:track:7ytLiYpTzNwISZY1cp6xRi,0.691,0.925,11,-9.375,0,0.0477,0.203,0.00519,0.315,0.967,125.7,audio_features,7ytLiYpTzNwISZY1cp6xRi,https://api.spotify.com/v1/tracks/7ytLiYpTzNwISZY1cp6xRi,https://api.spotify.com/v1/audio-analysis/7ytLiYpTzNwISZY1cp6xRi,581040,4,4
The Beach Boys,Our Prayer - 2011 Smile Version,16,spotify:track:3KucdLCc72OnxZ8qO3RIIC,0.228,0.0485,10,-14.4,0,0.0267,0.968,0.747,0.185,0.213,88.565,audio_features,3KucdLCc72OnxZ8qO3RIIC,https://api.spotify.com/v1/tracks/3KucdLCc72OnxZ8qO3RIIC,https://api.spotify.com/v1/audio-analysis/3KucdLCc72OnxZ8qO3RIIC,64969,1,6
The Beach Boys,Our Sweet Love - Remastered 2009,28,spotify:track:1vGqPTdYS0G7Bs1Ltru7Na,0.439,0.421,9,-9.813,1,0.0302,0.0023,0.0,0.188,0.0945,113.464,audio_features,1vGqPTdYS0G7Bs1Ltru7Na,https://api.spotify.com/v1/tracks/1vGqPTdYS0G7Bs1Ltru7Na,https://api.spotify.com/v1/audio-analysis/1vGqPTdYS0G7Bs1Ltru7Na,160933,4,7
Jesse Gould,Out Of Work,0,spotify:track:3Bx29xePttBLEIj83OF59o,0.499,0.799,0,-10.785,1,0.278,0.0328,0.000271,0.501,0.53,129.616,audio_features,3Bx29xePttBLEIj83OF59o,https://api.spotify.com/v1/tracks/3Bx29xePttBLEIj83OF59o,https://api.spotify.com/v1/audio-analysis/3Bx29xePttBLEIj83OF59o,386176,4,1
Led Zeppelin,Over the Hills and Far Away - 1990 Remaster,0,spotify:track:5KXdflxoxCcE9m5F2QoAUY,0.412,0.54,7,-13.897,1,0.0516,0.0582,0.0717,0.0849,0.299,96.783,audio_features,5KXdflxoxCcE9m5F2QoAUY,https://api.spotify.com/v1/tracks/5KXdflxoxCcE9m5F2QoAUY,https://api.spotify.com/v1/audio-analysis/5KXdflxoxCcE9m5F2QoAUY,289360,4,7
Patrick Cowley,Pagan Rhythms,0,spotify:track:7kOkTlboxSkHfvqRy3sN0a,0.898,0.737,9,-18.806,0,0.0438,0.903,0.935,0.182,0.785,124.229,audio_features,7kOkTlboxSkHfvqRy3sN0a,https://api.spotify.com/v1/tracks/7kOkTlboxSkHfvqRy3sN0a,https://api.spotify.com/v1/audio-analysis/7kOkTlboxSkHfvqRy3sN0a,156654,4,9
Milton Nascimento,Para Lennon E McCartney,51,spotify:track:4Hr5VM6DtRAy8eD3bqNb0o,0.407,0.521,0,-12.511,0,0.0297,0.32,4.1e-06,0.128,0.829,98.867,audio_features,4Hr5VM6DtRAy8eD3bqNb0o,https://api.spotify.com/v1/tracks/4Hr5VM6DtRAy8eD3bqNb0o,https://api.spotify.com/v1/audio-analysis/4Hr5VM6DtRAy8eD3bqNb0o,136707,4,2
Konono N°1,Paradiso,0,spotify:track:6ZNcCpjDN2ObjhJC6aZMuW,0.638,0.68,1,-8.032,1,0.0461,0.0208,0.865,0.704,0.408,124.487,audio_features,6ZNcCpjDN2ObjhJC6aZMuW,https://api.spotify.com/v1/tracks/6ZNcCpjDN2ObjhJC6aZMuW,https://api.spotify.com/v1/audio-analysis/6ZNcCpjDN2ObjhJC6aZMuW,423987,4,1
Alice Coltrane,Paramahansa Lake,0,spotify:track:3DOdq0LP6z8GzVSQY30Alz,0.431,0.144,5,-24.103,0,0.0418,0.915,0.551,0.11,0.273,96.84,audio_features,3DOdq0LP6z8GzVSQY30Alz,https://api.spotify.com/v1/tracks/3DOdq0LP6z8GzVSQY30Alz,https://api.spotify.com/v1/audio-analysis/3DOdq0LP6z8GzVSQY30Alz,271840,4,5
Gilbert Artman,Part 1 in E-Flat Minor,4,spotify:track:7gTjBJZB9TAxb0YYnQrsZm,0.0766,0.0687,8,-22.275,1,0.0367,0.902,0.945,0.076,0.0349,82.35,audio_features,7gTjBJZB9TAxb0YYnQrsZm,https://api.spotify.com/v1/tracks/7gTjBJZB9TAxb0YYnQrsZm,https://api.spotify.com/v1/audio-analysis/7gTjBJZB9TAxb0YYnQrsZm,1127200,4,8
Laurie Spiegel,Patchwork,0,spotify:track:13Ffu6ROeC2XC5ha39lkgB,0.519,0.634,6,-13.155,0,0.0351,0.809,0.847,0.138,0.651,90.392,audio_features,13Ffu6ROeC2XC5ha39lkgB,https://api.spotify.com/v1/tracks/13Ffu6ROeC2XC5ha39lkgB,https://api.spotify.com/v1/audio-analysis/13Ffu6ROeC2XC5ha39lkgB,586760,3,5
Timbaland & Magoo,People Like Myself,0,spotify:track:1bm2cl9GKyhR4uRYpBMJDu,0.866,0.554,6,-10.709,0,0.264,0.463,5.72e-06,0.0712,0.803,100.23,audio_features,1bm2cl9GKyhR4uRYpBMJDu,https://api.spotify.com/v1/tracks/1bm2cl9GKyhR4uRYpBMJDu,https://api.spotify.com/v1/audio-analysis/1bm2cl9GKyhR4uRYpBMJDu,277733,4,0
Liaisons Dangereuses,Peut Être ... Pas,18,spotify:track:6sWoThTvgiLRqptanKW4Hi,0.862,0.918,8,-6.851,0,0.0522,0.0884,0.868,0.0557,0.836,124.853,audio_features,6sWoThTvgiLRqptanKW4Hi,https://api.spotify.com/v1/tracks/6sWoThTvgiLRqptanKW4Hi,https://api.spotify.com/v1/audio-analysis/6sWoThTvgiLRqptanKW4Hi,376547,3,9
Slum Village,Players,0,spotify:track:5XILfVUlNt9SG6ZFWzDWjB,0.776,0.474,10,-5.894,0,0.482,0.172,0.0,0.115,0.729,93.019,audio_features,5XILfVUlNt9SG6ZFWzDWjB,https://api.spotify.com/v1/tracks/5XILfVUlNt9SG6ZFWzDWjB,https://api.spotify.com/v1/audio-analysis/5XILfVUlNt9SG6ZFWzDWjB,146267,4,0
Junior Boys,Playtime,0,spotify:track:6xfcrRZw8MttlwHXZULPDp,0.744,0.142,4,-17.128,0,0.0617,0.0412,0.0514,0.0976,0.277,139.955,audio_features,6xfcrRZw8MttlwHXZULPDp,https://api.spotify.com/v1/tracks/6xfcrRZw8MttlwHXZULPDp,https://api.spotify.com/v1/audio-analysis/6xfcrRZw8MttlwHXZULPDp,402053,3,7
Ginuwine,Pony,73,spotify:track:6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,audio_features,6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/tracks/6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/audio-analysis/6mz1fBdKATx6qP4oP1I65G,251733,4,4
Canned Heat,Poor Moon,11,spotify:track:5gAJNgsQomkampOwnuEQ44,0.58,0.295,6,-14.465,1,0.0424,0.617,0.0,0.1,0.417,140.875,audio_features,5gAJNgsQomkampOwnuEQ44,https://api.spotify.com/v1/tracks/5gAJNgsQomkampOwnuEQ44,https://api.spotify.com/v1/audio-analysis/5gAJNgsQomkampOwnuEQ44,205400,4,5
Gas,Pop,0,spotify:track:7Bnpe2iiVqbFEvdVYMZUbA,0.0805,0.0242,8,-20.04,1,0.0426,0.931,0.996,0.109,0.0921,168.225,audio_features,7Bnpe2iiVqbFEvdVYMZUbA,https://api.spotify.com/v1/tracks/7Bnpe2iiVqbFEvdVYMZUbA,https://api.spotify.com/v1/audio-analysis/7Bnpe2iiVqbFEvdVYMZUbA,512507,5,5
The Millennium,Prelude,6,spotify:track:1y7PBQVAgiozHYNN72P1Gv,0.242,0.711,5,-7.76,1,0.0359,0.823,0.945,0.188,0.715,178.458,audio_features,1y7PBQVAgiozHYNN72P1Gv,https://api.spotify.com/v1/tracks/1y7PBQVAgiozHYNN72P1Gv,https://api.spotify.com/v1/audio-analysis/1y7PBQVAgiozHYNN72P1Gv,64373,4,3
Arnold Dreyblatt & The Orchestra of Excited Strings,Propellers in Love,0,spotify:track:6z0pSw3Y7oxvB1E6qd6CDS,0.543,0.944,10,-8.24,1,0.034,0.523,0.949,0.724,0.204,128.758,audio_features,6z0pSw3Y7oxvB1E6qd6CDS,https://api.spotify.com/v1/tracks/6z0pSw3Y7oxvB1E6qd6CDS,https://api.spotify.com/v1/audio-analysis/6z0pSw3Y7oxvB1E6qd6CDS,651000,4,1
Alex Reece,Pulp Fiction,46,spotify:track:4bsF2ZJgmq2JiDfyIV3CaX,0.752,0.635,0,-7.959,1,0.282,0.0179,0.861,0.0649,0.0536,159.829,audio_features,4bsF2ZJgmq2JiDfyIV3CaX,https://api.spotify.com/v1/tracks/4bsF2ZJgmq2JiDfyIV3CaX,https://api.spotify.com/v1/audio-analysis/4bsF2ZJgmq2JiDfyIV3CaX,371733,4,7
Da Sampla,Pursuit Mix 3,0,spotify:track:4auVctYdVqf6dDsnyOeY8D,0.739,0.964,1,-7.939,1,0.0613,0.00789,0.928,0.0206,0.599,124.601,audio_features,4auVctYdVqf6dDsnyOeY8D,https://api.spotify.com/v1/tracks/4auVctYdVqf6dDsnyOeY8D,https://api.spotify.com/v1/audio-analysis/4auVctYdVqf6dDsnyOeY8D,418599,4,9
Big L,Put It On,64,spotify:track:6JI5wNWYdBw68GZjOMmgK5,0.711,0.62,11,-10.174,0,0.212,0.0175,0.0,0.134,0.805,179.817,audio_features,6JI5wNWYdBw68GZjOMmgK5,https://api.spotify.com/v1/tracks/6JI5wNWYdBw68GZjOMmgK5,https://api.spotify.com/v1/audio-analysis/6JI5wNWYdBw68GZjOMmgK5,217627,4,3
Radiohead,Pyramid Song,0,spotify:track:3C323D2bvI4P3l9OZ6dBw0,0.127,0.335,11,-8.298,0,0.0329,0.786,0.427,0.111,0.0686,77.078,audio_features,3C323D2bvI4P3l9OZ6dBw0,https://api.spotify.com/v1/tracks/3C323D2bvI4P3l9OZ6dBw0,https://api.spotify.com/v1/audio-analysis/3C323D2bvI4P3l9OZ6dBw0,288733,4,5
Arzachel,Queen St. Gang,0,spotify:track:0nc7EDey5fciSQGeYdAevx,0.434,0.413,5,-13.963,1,0.028,0.0271,0.902,0.109,0.45,73.062,audio_features,0nc7EDey5fciSQGeYdAevx,https://api.spotify.com/v1/tracks/0nc7EDey5fciSQGeYdAevx,https://api.spotify.com/v1/audio-analysis/0nc7EDey5fciSQGeYdAevx,264754,4,7
Gold Panda,Quitter’s Raga,0,spotify:track:0aUr2d4Ec9QQ4yVqU571ba,0.266,0.706,9,-7.249,1,0.243,0.0633,0.0267,0.307,0.48,151.531,audio_features,0aUr2d4Ec9QQ4yVqU571ba,https://api.spotify.com/v1/tracks/0aUr2d4Ec9QQ4yVqU571ba,https://api.spotify.com/v1/audio-analysis/0aUr2d4Ec9QQ4yVqU571ba,117907,4,3
Charanjit Singh,Raga Malkauns - Instrumental,0,spotify:track:0yGJ3ZkXXWJ3l02T5QWdDE,0.435,0.604,1,-15.933,0,0.0313,0.213,0.881,0.0788,0.806,140.039,audio_features,0yGJ3ZkXXWJ3l02T5QWdDE,https://api.spotify.com/v1/tracks/0yGJ3ZkXXWJ3l02T5QWdDE,https://api.spotify.com/v1/audio-analysis/0yGJ3ZkXXWJ3l02T5QWdDE,300320,4,7
Ananda Shankar,Raghupati,23,spotify:track:08BmUXVz8z1lr5qDGqckPf,0.522,0.652,6,-7.324,1,0.0305,0.204,0.00796,0.173,0.797,113.802,audio_features,08BmUXVz8z1lr5qDGqckPf,https://api.spotify.com/v1/tracks/08BmUXVz8z1lr5qDGqckPf,https://api.spotify.com/v1/audio-analysis/08BmUXVz8z1lr5qDGqckPf,208093,4,4
Dennis Wilson,Rainbows,38,spotify:track:0mONC9WyQSPG869cO2zfIL,0.505,0.561,7,-10.81,1,0.0281,0.202,0.0,0.63,0.291,131.382,audio_features,0mONC9WyQSPG869cO2zfIL,https://api.spotify.com/v1/tracks/0mONC9WyQSPG869cO2zfIL,https://api.spotify.com/v1/audio-analysis/0mONC9WyQSPG869cO2zfIL,167853,4,1
Petey Pablo,Raise Up,55,spotify:track:02GwPAncasVL82yC7y2hmN,0.735,0.844,1,-5.215,1,0.167,0.142,0.0,0.319,0.742,156.069,audio_features,02GwPAncasVL82yC7y2hmN,https://api.spotify.com/v1/tracks/02GwPAncasVL82yC7y2hmN,https://api.spotify.com/v1/audio-analysis/02GwPAncasVL82yC7y2hmN,286427,4,2
Paul McCartney,Ram On - 2012 Remaster,0,spotify:track:3lqXAOFVwDSJDLTNZq6MU6,0.608,0.424,5,-12.276,0,0.0465,0.845,0.772,0.244,0.563,128.326,audio_features,3lqXAOFVwDSJDLTNZq6MU6,https://api.spotify.com/v1/tracks/3lqXAOFVwDSJDLTNZq6MU6,https://api.spotify.com/v1/audio-analysis/3lqXAOFVwDSJDLTNZq6MU6,149587,4,5
Noel Ellis,Reach My Destiny,0,spotify:track:7hWBd2kHTz3xjw2RaXFxQ6,0.715,0.562,7,-9.084,1,0.0502,0.2,0.000342,0.109,0.7,136.177,audio_features,7hWBd2kHTz3xjw2RaXFxQ6,https://api.spotify.com/v1/tracks/7hWBd2kHTz3xjw2RaXFxQ6,https://api.spotify.com/v1/audio-analysis/7hWBd2kHTz3xjw2RaXFxQ6,454440,4,4
Warren G,Regulate,50,spotify:track:5EEOjaJyWvfMglmEwf9bG3,0.832,0.588,11,-10.88,0,0.248,0.4,0.0,0.104,0.716,95.309,audio_features,5EEOjaJyWvfMglmEwf9bG3,https://api.spotify.com/v1/tracks/5EEOjaJyWvfMglmEwf9bG3,https://api.spotify.com/v1/audio-analysis/5EEOjaJyWvfMglmEwf9bG3,250868,4,0
Gal Costa,Relance,0,spotify:track:7L9Sc5fg9daMPO2PjC7Lup,0.871,0.627,0,-16.109,1,0.0458,0.433,0.479,0.0378,0.809,102.917,audio_features,7L9Sc5fg9daMPO2PjC7Lup,https://api.spotify.com/v1/tracks/7L9Sc5fg9daMPO2PjC7Lup,https://api.spotify.com/v1/audio-analysis/7L9Sc5fg9daMPO2PjC7Lup,301733,4,2
Nas,Represent,64,spotify:track:6DPrhGVJ1WTZvM9fKptnGe,0.708,0.832,1,-4.964,1,0.318,0.02,2.8e-06,0.189,0.618,92.428,audio_features,6DPrhGVJ1WTZvM9fKptnGe,https://api.spotify.com/v1/tracks/6DPrhGVJ1WTZvM9fKptnGe,https://api.spotify.com/v1/audio-analysis/6DPrhGVJ1WTZvM9fKptnGe,252600,4,0
Serge Gainsbourg,"Requiem pour un c... - BOF ""Le pacha""",0,spotify:track:2ESxO8Vct4tMYdNUYt6sLW,0.858,0.427,10,-13.889,0,0.268,0.00859,0.0271,0.0686,0.622,99.19,audio_features,2ESxO8Vct4tMYdNUYt6sLW,https://api.spotify.com/v1/tracks/2ESxO8Vct4tMYdNUYt6sLW,https://api.spotify.com/v1/audio-analysis/2ESxO8Vct4tMYdNUYt6sLW,170800,4,0
Kerri Chandler,Return 2 Acid,10,spotify:track:7FsEQIJAs3G7OIYCST1CeF,0.828,0.817,9,-9.25,1,0.0732,0.0139,0.768,0.105,0.363,124.005,audio_features,7FsEQIJAs3G7OIYCST1CeF,https://api.spotify.com/v1/tracks/7FsEQIJAs3G7OIYCST1CeF,https://api.spotify.com/v1/audio-analysis/7FsEQIJAs3G7OIYCST1CeF,511027,4,9
Double 99,Ripgroove,37,spotify:track:48ha6RZcXoYGzmWhCO7Ust,0.773,0.912,0,-6.955,1,0.184,0.000442,0.668,0.0721,0.333,128.089,audio_features,48ha6RZcXoYGzmWhCO7Ust,https://api.spotify.com/v1/tracks/48ha6RZcXoYGzmWhCO7Ust,https://api.spotify.com/v1/audio-analysis/48ha6RZcXoYGzmWhCO7Ust,367031,4,9
Andre Tanker,River Come Down,8,spotify:track:0KU4fMVLr7zJ8EQ0wuabjG,0.597,0.829,5,-9.397,0,0.131,0.0387,0.24,0.245,0.627,100.98,audio_features,0KU4fMVLr7zJ8EQ0wuabjG,https://api.spotify.com/v1/tracks/0KU4fMVLr7zJ8EQ0wuabjG,https://api.spotify.com/v1/audio-analysis/0KU4fMVLr7zJ8EQ0wuabjG,383173,4,4
Stark Reality,Rocket Ship,0,spotify:track:0Z7p7vLmpOAllhVmpkn3PX,0.266,0.935,9,-8.944,1,0.0698,0.00553,0.0739,0.291,0.252,102.858,audio_features,0Z7p7vLmpOAllhVmpkn3PX,https://api.spotify.com/v1/tracks/0Z7p7vLmpOAllhVmpkn3PX,https://api.spotify.com/v1/audio-analysis/0Z7p7vLmpOAllhVmpkn3PX,252453,4,1
Toro y Moi,Rose Quartz,0,spotify:track:6b7z3keZ5gDJ2zBnyrke9P,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,audio_features,6b7z3keZ5gDJ2zBnyrke9P,https://api.spotify.com/v1/tracks/6b7z3keZ5gDJ2zBnyrke9P,https://api.spotify.com/v1/audio-analysis/6b7z3keZ5gDJ2zBnyrke9P,253108,4,7
The Congos & The Heptones,Row Fisherman,0,spotify:track:2xNxCqdKqRZtG9uI4mlfij,0.545,0.575,10,-12.801,0,0.0914,0.0943,0.182,0.454,0.498,164.955,audio_features,2xNxCqdKqRZtG9uI4mlfij,https://api.spotify.com/v1/tracks/2xNxCqdKqRZtG9uI4mlfij,https://api.spotify.com/v1/audio-analysis/2xNxCqdKqRZtG9uI4mlfij,359907,4,3
The Pharcyde,Runnin',0,spotify:track:0VpTedd0XmzB0O1Eb2kvUR,0.761,0.803,10,-7.757,0,0.138,0.0294,0.00103,0.358,0.84,94.122,audio_features,0VpTedd0XmzB0O1Eb2kvUR,https://api.spotify.com/v1/tracks/0VpTedd0XmzB0O1Eb2kvUR,https://api.spotify.com/v1/audio-analysis/0VpTedd0XmzB0O1Eb2kvUR,296373,4,4
Sly & The Family Stone,Runnin' Away - single master,17,spotify:track:2a7SgleZSamx6U2lG81XtP,0.874,0.657,10,-9.242,0,0.169,0.545,0.246,0.0378,0.94,103.415,audio_features,2a7SgleZSamx6U2lG81XtP,https://api.spotify.com/v1/tracks/2a7SgleZSamx6U2lG81XtP,https://api.spotify.com/v1/audio-analysis/2a7SgleZSamx6U2lG81XtP,162573,4,4
Roy Ayers,Running Away,43,spotify:track:42kFGNfCDZQWnql4rSiKhT,0.835,0.55,10,-9.784,0,0.153,0.163,3.01e-05,0.0361,0.808,115.567,audio_features,42kFGNfCDZQWnql4rSiKhT,https://api.spotify.com/v1/tracks/42kFGNfCDZQWnql4rSiKhT,https://api.spotify.com/v1/audio-analysis/42kFGNfCDZQWnql4rSiKhT,237533,4,4
Rick Wilhite,Saldubsa 2 - Original Mix,0,spotify:track:6jw9rdihIFPZ0VEHPA9epf,0.725,0.922,10,-10.393,0,0.253,0.02,0.874,0.212,0.537,119.418,audio_features,6jw9rdihIFPZ0VEHPA9epf,https://api.spotify.com/v1/tracks/6jw9rdihIFPZ0VEHPA9epf,https://api.spotify.com/v1/audio-analysis/6jw9rdihIFPZ0VEHPA9epf,500989,4,9
Pivi et ses Balladins,Samba,0,spotify:track:4k2SFagwEbPxhYEeRXyDdi,0.47,0.839,6,-3.5,0,0.0488,0.341,0.664,0.147,0.709,120.972,audio_features,4k2SFagwEbPxhYEeRXyDdi,https://api.spotify.com/v1/tracks/4k2SFagwEbPxhYEeRXyDdi,https://api.spotify.com/v1/audio-analysis/4k2SFagwEbPxhYEeRXyDdi,347880,4,9
Marvin Gaye,Sanctified Lady,36,spotify:track:4qGgCG44YaybkBZtVJZ2bo,0.825,0.77,6,-11.833,1,0.0441,0.025,0.00456,0.305,0.909,116.292,audio_features,4qGgCG44YaybkBZtVJZ2bo,https://api.spotify.com/v1/tracks/4qGgCG44YaybkBZtVJZ2bo,https://api.spotify.com/v1/audio-analysis/4qGgCG44YaybkBZtVJZ2bo,325227,4,4
Orchestre Régional De Kayes,Sanjina,0,spotify:track:0JZ6xwDc06BfvxkvyWedw5,0.576,0.564,7,-8.955,1,0.0394,0.953,0.0709,0.215,0.812,145.124,audio_features,0JZ6xwDc06BfvxkvyWedw5,https://api.spotify.com/v1/tracks/0JZ6xwDc06BfvxkvyWedw5,https://api.spotify.com/v1/audio-analysis/0JZ6xwDc06BfvxkvyWedw5,360547,4,3
A Tribe Called Quest,Scenario - LP Mix,60,spotify:track:0301nLjG0ti26rx5ZmfqtP,0.795,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,101.78,audio_features,0301nLjG0ti26rx5ZmfqtP,https://api.spotify.com/v1/tracks/0301nLjG0ti26rx5ZmfqtP,https://api.spotify.com/v1/audio-analysis/0301nLjG0ti26rx5ZmfqtP,250133,4,0
Wookie,Scrappy,0,spotify:track:5fqrwrJbsubSDOxloVNYK3,0.784,0.934,0,-8.825,1,0.0497,0.0249,0.868,0.0851,0.5,130.13,audio_features,5fqrwrJbsubSDOxloVNYK3,https://api.spotify.com/v1/tracks/5fqrwrJbsubSDOxloVNYK3,https://api.spotify.com/v1/audio-analysis/5fqrwrJbsubSDOxloVNYK3,337907,4,9
Jürgen Müller,Sea Bed Meditation,0,spotify:track:1uGQ8TtZhmZj3atWXIsdMa,0.48,0.254,0,-24.192,1,0.0768,0.988,0.964,0.104,0.51,173.826,audio_features,1uGQ8TtZhmZj3atWXIsdMa,https://api.spotify.com/v1/tracks/1uGQ8TtZhmZj3atWXIsdMa,https://api.spotify.com/v1/audio-analysis/1uGQ8TtZhmZj3atWXIsdMa,181207,4,5
Silver Apples,Seagreen Serenades,0,spotify:track:3jKzTI8xOyfz5idiUYn14S,0.393,0.641,6,-9.589,1,0.0473,0.348,1.7e-05,0.287,0.782,125.005,audio_features,3jKzTI8xOyfz5idiUYn14S,https://api.spotify.com/v1/tracks/3jKzTI8xOyfz5idiUYn14S,https://api.spotify.com/v1/audio-analysis/3jKzTI8xOyfz5idiUYn14S,172800,4,4
Steve Miller Band,Serenade,0,spotify:track:2QSPUevfWKe0tfUNphhtbS,0.509,0.907,9,-6.661,0,0.0494,0.102,0.000557,0.0659,0.926,116.477,audio_features,2QSPUevfWKe0tfUNphhtbS,https://api.spotify.com/v1/tracks/2QSPUevfWKe0tfUNphhtbS,https://api.spotify.com/v1/audio-analysis/2QSPUevfWKe0tfUNphhtbS,191067,4,4
Snoop Dogg,"Serial Killa (feat. The D.O.C., Tha Dogg Pound & RBX)",0,spotify:track:3LE6oaTvpfu3nN4t9U0DmJ,0.697,0.943,2,-4.954,1,0.175,0.00269,0.0,0.0773,0.754,99.468,audio_features,3LE6oaTvpfu3nN4t9U0DmJ,https://api.spotify.com/v1/tracks/3LE6oaTvpfu3nN4t9U0DmJ,https://api.spotify.com/v1/audio-analysis/3LE6oaTvpfu3nN4t9U0DmJ,212853,4,2
Moodymann,Shades Of Jae,0,spotify:track:1soTun0D8XhFkR2avAoHrB,0.775,0.801,2,-10.469,0,0.0496,0.00379,0.14,0.893,0.742,120.594,audio_features,1soTun0D8XhFkR2avAoHrB,https://api.spotify.com/v1/tracks/1soTun0D8XhFkR2avAoHrB,https://api.spotify.com/v1/audio-analysis/1soTun0D8XhFkR2avAoHrB,415933,4,1
Joe Mcphee,Shakey Jake,0,spotify:track:3498LN13tEg0Kn1Bua0I3z,0.357,0.793,0,-10.483,1,0.0587,0.227,0.0,0.165,0.71,109.198,audio_features,3498LN13tEg0Kn1Bua0I3z,https://api.spotify.com/v1/tracks/3498LN13tEg0Kn1Bua0I3z,https://api.spotify.com/v1/audio-analysis/3498LN13tEg0Kn1Bua0I3z,816187,4,2
A Number Of Names,Shari Vari - Original Mix,27,spotify:track:4BcrqUlKh0ez4XJBocmbrN,0.782,0.504,0,-10.977,1,0.123,0.0117,0.0596,0.225,0.455,127.674,audio_features,4BcrqUlKh0ez4XJBocmbrN,https://api.spotify.com/v1/tracks/4BcrqUlKh0ez4XJBocmbrN,https://api.spotify.com/v1/audio-analysis/4BcrqUlKh0ez4XJBocmbrN,337130,4,2
