danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.692,0.851,10,-11.412,0.0602,0.000982,0.652,0.284,0.382,112.04,306133,4
0.663,0.53,10,-9.199,0.0275,0.613,0.906,0.109,0.631,103.779,152400,4
0.549,0.391,9,-15.657,0.05,0.738,7.67e-05,0.142,0.672,116.755,331173,4
0.485,0.552,1,-9.202,0.0543,0.116,0.0455,0.0864,0.0676,139.792,338413,4
0.895,0.694,9,-4.384,0.275,0.176,0.0,0.292,0.632,93.944,230000,4
0.431,0.476,3,-12.009,0.038,0.293,1.09e-06,0.479,0.195,124.551,290400,4
0.642,0.901,2,-8.159,0.0708,0.339,0.0,0.659,0.906,108.264,175999,4
0.78,0.593,8,-6.938,0.0715,0.469,0.379,0.0959,0.817,122.427,295773,4
0.891,0.452,5,-9.086,0.0369,0.0334,0.00113,0.0342,0.964,110.586,307307,4
0.466,0.518,7,-16.167,0.426,0.133,0.00445,0.375,0.419,119.494,372973,4
0.586,0.702,0,-3.602,0.0324,0.00135,0.0,0.451,0.577,121.32,251533,4
0.865,0.641,10,-6.652,0.162,0.0611,0.000107,0.218,0.762,95.307,263533,4
0.835,0.664,1,-8.49,0.0975,0.628,0.00016,0.0972,0.832,105.137,296880,4
0.217,0.443,10,-9.631,0.0303,0.845,0.000107,0.0969,0.478,169.985,131506,3
0.736,0.915,7,-3.7,0.288,0.298,0.0,0.0455,0.915,136.039,245067,4
0.723,0.361,7,-17.88,0.0753,0.795,0.913,0.073,0.856,104.896,411347,4
0.69,0.778,9,-11.675,0.0406,0.525,0.48,0.32,0.918,138.973,271856,4
0.536,0.946,1,-7.731,0.0812,0.0037,0.00197,0.0989,0.913,123.882,258173,4
0.565,0.433,4,-14.97,0.0393,0.0308,0.225,0.0909,0.746,137.269,644440,4
0.527,0.871,4,-8.708,0.0354,0.0229,0.155,0.419,0.107,120.722,188560,4
0.659,0.811,2,-9.758,0.0813,0.0158,0.0039,0.0399,0.884,117.604,223187,4
0.745,0.8,4,-8.364,0.11,0.107,0.000118,0.297,0.52,92.025,234667,4
0.385,0.622,4,-13.139,0.0569,0.785,0.00475,0.126,0.162,133.525,367240,4
0.785,0.747,1,-8.078,0.119,0.0433,0.0,0.0396,0.695,125.811,259227,4
0.567,0.382,5,-5.238,0.508,0.0445,0.0,0.107,0.688,85.537,333040,5
0.681,0.678,11,-7.21,0.126,0.183,0.0,0.0835,0.396,140.024,206047,4
0.843,0.48,11,-11.574,0.0492,0.28,0.000782,0.108,0.762,101.993,180493,4
0.59,0.508,2,-12.572,0.0656,0.15,0.765,0.147,0.636,111.621,348840,4
0.246,0.279,4,-23.209,0.0353,0.845,0.925,0.112,0.049,143.904,1280683,4
0.899,0.713,6,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
0.228,0.52,7,-13.436,0.0346,0.0155,0.0,0.372,0.487,69.071,845827,3
0.545,0.947,6,-7.534,0.335,0.00111,0.0,0.516,0.533,179.224,178267,4
0.562,0.475,8,-13.396,0.0335,0.817,0.076,0.118,0.596,93.728,328200,4
0.805,0.38,7,-16.387,0.0571,0.0143,0.00974,0.228,0.961,89.658,252200,4
0.827,0.691,6,-9.17,0.0912,0.018,0.00417,0.158,0.838,134.157,192427,4
0.611,0.442,5,-11.389,0.0392,0.375,0.000101,0.139,0.91,100.352,228907,4
0.761,0.493,1,-14.578,0.083,0.207,0.0222,0.087,0.833,83.211,270373,4
0.641,0.921,10,-8.031,0.0831,0.000268,0.0282,0.158,0.461,128.022,555695,4
0.782,0.528,4,-14.529,0.0529,0.122,0.615,0.2,0.861,123.554,576613,4
0.603,0.614,6,-8.006,0.0387,0.129,0.0825,0.349,0.731,79.575,268733,4
0.639,0.889,7,-9.502,0.0576,0.201,0.473,0.589,0.889,117.717,210360,4
0.802,0.831,11,-5.54,0.369,0.271,0.0,0.223,0.812,102.881,180240,4
0.52,0.824,2,-4.286,0.0462,0.324,4.76e-06,0.147,0.517,79.39,260880,4
0.808,0.451,8,-13.848,0.17,0.00204,0.908,0.0885,0.804,118.73,255067,4
0.525,0.768,2,-4.742,0.351,0.467,0.0,0.53,0.658,166.908,277000,4
0.769,0.825,4,-6.879,0.0897,0.00213,0.584,0.2,0.573,112.407,395627,4
0.576,0.291,10,-9.919,0.108,0.773,0.908,0.205,0.201,89.529,253612,4
0.84,0.663,6,-5.563,0.171,0.000364,0.0157,0.366,0.136,114.654,333467,4
0.35,0.356,9,-16.11,0.0368,0.192,0.905,0.093,0.227,167.019,433145,4
0.181,0.772,11,-11.448,0.0454,0.00312,0.777,0.0541,0.13,138.387,1087840,4
0.95,0.562,0,-7.683,0.205,0.12,0.243,0.0775,0.888,104.797,281600,4
0.18,0.536,2,-13.618,0.0383,0.0129,0.0,0.104,0.231,98.42,395867,3
0.889,0.818,9,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760,4
0.69,0.793,9,-8.244,0.0316,0.000806,0.3,0.11,0.923,129.175,210000,4
0.623,0.97,10,-2.17,0.454,0.0869,0.0,0.0517,0.438,98.384,254813,4
0.549,0.334,2,-18.998,0.0492,0.0678,0.0,0.0436,0.787,99.189,220573,4
0.734,0.822,11,-4.661,0.105,0.821,0.0148,0.238,0.458,121.804,645800,4
0.706,0.966,8,-5.989,0.0557,0.0455,0.0824,0.0603,0.882,116.966,303273,4
0.634,0.638,10,-10.169,0.792,0.114,0.0,0.433,0.664,179.67,286267,4
0.345,0.811,1,-11.948,0.0654,0.0606,0.0466,0.357,0.625,142.834,183824,4
0.882,0.241,8,-16.648,0.0601,0.788,0.432,0.106,0.718,126.007,386240,4
0.768,0.739,1,-10.412,0.0502,0.0324,0.85,0.316,0.874,133.689,151487,4
0.719,0.434,10,-10.314,0.122,0.0812,0.809,0.122,0.426,83.247,260693,4
0.54,0.437,9,-11.811,0.0331,0.522,0.000298,0.114,0.61,139.434,163440,4
0.809,0.704,1,-11.803,0.098,0.00441,0.672,0.0719,0.245,126.005,396191,4
0.6,0.882,10,-6.057,0.0409,0.121,0.0,0.0564,0.703,100.56,145413,4
0.543,0.483,0,-10.46,0.0532,0.837,0.0,0.0762,0.967,127.372,618840,4
0.449,0.624,4,-13.422,0.0324,0.0989,0.913,0.313,0.512,122.544,707560,4
0.354,0.69,8,-11.798,0.166,0.179,0.002,0.134,0.517,138.313,1125500,3
0.521,0.538,5,-14.506,0.0314,0.0603,0.868,0.109,0.25,87.38,110067,4
0.38,0.423,0,-10.62,0.0429,0.459,0.423,0.105,0.568,83.964,330500,4
0.476,0.877,0,-8.852,0.0392,0.26,0.339,0.384,0.894,116.984,459467,4
0.535,0.261,6,-18.381,0.033,0.942,0.88,0.0759,0.443,119.996,473000,3
0.599,0.218,5,-23.074,0.0425,0.693,0.831,0.115,0.437,141.944,910973,4
0.622,0.447,9,-14.515,0.0338,0.964,0.91,0.102,0.584,89.986,241060,4
0.349,0.492,2,-13.886,0.0465,0.699,0.012,0.434,0.503,106.053,260400,4
0.726,0.52,6,-11.816,0.0528,0.00562,0.866,0.109,0.319,130.686,466413,4
0.835,0.738,6,-8.548,0.054,0.0133,0.00381,0.0676,0.953,125.009,349707,4
0.363,0.854,8,-5.665,0.0555,0.537,0.00188,0.173,0.548,141.537,505933,4
0.713,0.958,8,-4.755,0.0605,0.461,0.952,0.109,0.961,131.462,439280,4
0.424,0.793,2,-6.932,0.475,0.478,0.0159,0.346,0.259,190.77,115280,4
0.319,0.778,0,-7.148,0.0987,0.324,0.0518,0.146,0.596,183.195,540560,3
0.515,0.534,6,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,4
0.846,0.77,9,-7.489,0.283,0.0107,0.000123,0.0558,0.773,92.057,254933,4
0.474,0.376,9,-10.482,0.0283,0.315,0.000748,0.147,0.253,81.001,302200,4
0.381,0.592,6,-12.956,0.0258,0.00342,0.81,0.114,0.409,92.191,217600,4
0.763,0.636,7,-13.909,0.13,0.343,0.0,0.238,0.827,111.108,146680,4
0.304,0.515,9,-12.58,0.108,0.174,0.000284,0.668,0.641,189.61,207693,4
0.414,0.144,1,-18.149,0.0377,0.914,0.021,0.489,0.12,114.189,162667,4
0.458,0.823,1,-7.744,0.0428,0.469,2.26e-06,0.179,0.687,100.421,198813,4
0.785,0.513,10,-9.301,0.293,0.14,0.0102,0.326,0.713,90.223,149391,4
0.691,0.567,11,-11.624,0.0515,0.0869,0.15,0.0276,0.942,116.705,316307,4
0.693,0.905,0,-8.701,0.303,0.0469,0.0,0.268,0.832,82.911,239533,4
0.682,0.632,2,-12.526,0.0668,0.569,0.858,0.0889,0.814,124.963,235960,4
0.893,0.566,1,-7.859,0.201,0.115,0.000687,0.103,0.711,104.729,272107,4
0.401,0.445,8,-12.881,0.0486,0.841,0.227,0.115,0.236,102.07,344547,4
0.501,0.519,4,-7.363,0.0674,0.309,0.000647,0.114,0.766,178.836,221173,4
0.789,0.875,2,-8.808,0.112,0.471,0.111,0.0322,0.509,111.242,222453,4
0.67,0.862,9,-7.859,0.102,0.23,0.00158,0.383,0.552,120.029,342794,4
0.658,0.936,5,-5.105,0.3,0.172,0.0,0.321,0.711,95.439,203000,4
0.697,0.548,1,-9.087,0.0561,0.783,0.841,0.132,0.977,133.005,289680,4
0.532,0.663,5,-6.527,0.0326,0.953,0.0395,0.286,0.731,155.926,392718,4
0.652,0.83,9,-11.557,0.0459,0.253,0.841,0.0761,0.959,128.687,281280,4
0.698,0.712,9,-13.065,0.0637,0.524,0.00339,0.199,0.816,126.288,232000,4
0.506,0.551,11,-16.059,0.0457,0.34,0.852,0.114,0.101,123.233,475213,4
0.81,0.839,10,-4.386,0.255,0.024,0.318,0.126,0.576,96.104,220800,4
0.678,0.562,5,-12.699,0.225,0.0537,0.753,0.411,0.571,145.17,167107,4
0.404,0.707,5,-18.349,0.0655,0.0125,0.92,0.14,0.946,125.239,204400,4
0.55,0.699,2,-13.939,0.0984,0.077,0.634,0.0929,0.573,156.368,545762,4
0.285,0.588,6,-13.625,0.0466,0.871,0.063,0.24,0.839,114.018,646400,4
0.425,0.0989,1,-16.774,0.0469,0.893,7.54e-06,0.138,0.378,91.402,39973,3
0.586,0.717,11,-8.425,0.288,0.367,6.08e-06,0.777,0.886,87.805,131867,4
0.628,0.759,1,-11.089,0.0487,0.00041,0.833,0.0856,0.232,124.995,368910,4
0.807,0.437,5,-19.48,0.171,0.00108,0.855,0.328,0.643,121.178,389693,4
0.645,0.835,4,-8.784,0.0498,0.108,0.198,0.1,0.881,117.148,188133,4
0.659,0.579,7,-19.758,0.158,0.841,0.871,0.145,0.795,122.591,145640,4
0.11,0.593,3,-9.607,0.0505,0.688,0.54,0.0761,0.0382,171.882,554616,4
0.766,0.794,6,-9.518,0.0331,0.0547,0.929,0.103,0.657,127.005,410667,4
0.708,0.724,9,-11.559,0.0535,0.265,0.755,0.149,0.828,91.528,135400,4
0.894,0.4,10,-12.905,0.0582,0.0484,0.523,0.187,0.575,97.929,318427,4
0.851,0.366,8,-13.164,0.0394,0.339,0.0134,0.0834,0.955,109.261,439107,4
0.334,0.0849,8,-20.008,0.0484,0.931,0.00194,0.109,0.194,87.237,304573,4
0.265,0.782,1,-10.369,0.0433,0.0191,0.583,0.0405,0.233,127.943,204373,3
0.684,0.767,7,-13.398,0.049,0.00272,0.397,0.0578,0.924,129.926,252933,4
0.459,0.67,2,-8.321,0.0423,0.00498,0.0609,0.12,0.377,141.611,397667,4
0.582,0.973,11,-6.571,0.0602,0.132,0.486,0.098,0.877,138.361,535333,4
0.405,0.745,9,-9.484,0.0729,0.0929,0.449,0.151,0.632,159.677,302427,4
0.482,0.28,1,-14.97,0.0264,0.228,0.0,0.0888,0.359,90.985,202573,4
0.262,0.636,9,-9.123,0.0633,0.583,9.79e-06,0.368,0.547,88.2,516613,3
0.592,0.861,7,-13.708,0.153,0.221,0.0981,0.105,0.645,171.366,299160,4
0.506,0.404,7,-13.308,0.0295,0.871,0.000571,0.328,0.409,126.973,227840,4
0.465,0.565,8,-11.328,0.132,0.644,0.0134,0.0905,0.555,145.709,338907,4
0.564,0.73,11,-6.104,0.046,0.366,0.137,0.154,0.788,121.245,514715,4
0.665,0.91,6,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,293973,4
0.528,0.571,2,-9.128,0.0333,0.351,1.13e-05,0.229,0.495,134.336,165240,4
0.819,0.714,5,-8.461,0.0415,0.476,0.029,0.0662,0.874,107.851,227387,4
0.762,0.826,7,-4.588,0.0329,0.308,0.000866,0.085,0.832,121.092,252473,4
0.297,0.641,1,-9.009,0.0545,0.00109,0.0385,0.757,0.202,132.088,191053,4
0.753,0.723,7,-7.312,0.0606,0.531,0.044,0.0795,0.961,129.323,498358,4
0.755,0.794,2,-6.348,0.0409,0.151,0.0274,0.37,0.845,128.516,316453,4
0.404,0.756,10,-10.048,0.0603,0.262,0.88,0.378,0.326,134.438,231347,4
0.344,0.919,0,-4.121,0.332,0.00051,0.837,0.0692,0.573,201.331,156240,4
0.586,0.416,10,-12.577,0.14,0.762,0.0,0.137,0.374,86.366,467547,4
0.807,0.556,0,-5.539,0.119,0.157,0.0,0.0906,0.383,87.852,163587,4
0.696,0.904,5,-5.173,0.0555,0.648,0.000545,0.183,0.921,173.989,278160,4
0.32,0.854,2,-8.918,0.0839,0.000126,0.25,0.615,0.513,123.93,349267,4
0.706,0.823,11,-4.188,0.114,0.0243,0.0,0.0861,0.864,83.007,208373,4
0.649,0.602,9,-11.182,0.027,0.0105,0.000355,0.0934,0.812,112.919,254387,4
0.707,0.299,4,-12.468,0.0342,0.443,0.00759,0.0976,0.48,141.269,202693,4
0.435,0.404,6,-15.394,0.0356,0.595,0.114,0.104,0.496,129.618,131400,4
0.455,0.922,0,-7.528,0.0464,7.12e-05,0.86,0.337,0.207,130.011,654840,4
0.735,0.694,5,-9.652,0.0445,0.00323,0.0156,0.0985,0.879,122.215,300827,4
0.496,0.156,9,-17.059,0.0419,0.777,0.0,0.232,0.205,129.524,206333,4
0.701,0.781,2,-10.139,0.129,0.177,0.0,0.138,0.773,138.012,369067,4
0.461,0.498,11,-19.384,0.0542,0.0231,0.00199,0.155,0.778,129.593,319320,4
0.643,0.66,5,-5.986,0.0685,0.701,0.0889,0.112,0.57,103.033,183909,4
0.765,0.687,0,-6.664,0.259,0.216,0.0,0.104,0.813,92.873,325653,4
0.474,0.735,6,-7.987,0.0316,0.261,0.862,0.0965,0.692,88.407,214933,4
0.732,0.239,2,-12.203,0.037,0.681,1.16e-06,0.0972,0.377,110.58,188600,3
0.424,0.16,6,-18.425,0.0353,0.708,0.00902,0.117,0.0689,60.684,182840,4
0.736,0.81,7,-6.877,0.0427,0.0323,0.00638,0.112,0.707,100.561,216893,4
0.66,0.536,10,-8.786,0.29,0.233,0.00669,0.111,0.775,159.963,237800,4
0.47,0.398,2,-13.208,0.0375,0.118,0.702,0.131,0.632,149.644,253893,4
0.7,0.964,7,-6.307,0.0479,0.0027,0.755,0.18,0.776,123.345,160693,4
0.492,0.553,9,-8.6,0.0397,0.406,0.000105,0.163,0.431,125.936,167200,4
0.592,0.205,9,-14.601,0.048,0.896,5.46e-05,0.119,0.378,140.282,179760,4
0.691,0.925,11,-9.375,0.0477,0.203,0.00519,0.315,0.967,125.7,581040,4
0.228,0.0485,10,-14.4,0.0267,0.968,0.747,0.185,0.213,88.565,64969,1
0.439,0.421,9,-9.813,0.0302,0.0023,0.0,0.188,0.0945,113.464,160933,4
0.499,0.799,0,-10.785,0.278,0.0328,0.000271,0.501,0.53,129.616,386176,4
0.412,0.54,7,-13.897,0.0516,0.0582,0.0717,0.0849,0.299,96.783,289360,4
0.898,0.737,9,-18.806,0.0438,0.903,0.935,0.182,0.785,124.229,156654,4
0.407,0.521,0,-12.511,0.0297,0.32,4.1e-06,0.128,0.829,98.867,136707,4
0.638,0.68,1,-8.032,0.0461,0.0208,0.865,0.704,0.408,124.487,423987,4
0.431,0.144,5,-24.103,0.0418,0.915,0.551,0.11,0.273,96.84,271840,4
0.0766,0.0687,8,-22.275,0.0367,0.902,0.945,0.076,0.0349,82.35,1127200,4
0.519,0.634,6,-13.155,0.0351,0.809,0.847,0.138,0.651,90.392,586760,3
0.866,0.554,6,-10.709,0.264,0.463,5.72e-06,0.0712,0.803,100.23,277733,4
0.862,0.918,8,-6.851,0.0522,0.0884,0.868,0.0557,0.836,124.853,376547,3
0.776,0.474,10,-5.894,0.482,0.172,0.0,0.115,0.729,93.019,146267,4
0.744,0.142,4,-17.128,0.0617,0.0412,0.0514,0.0976,0.277,139.955,402053,3
0.749,0.605,8,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4
0.58,0.295,6,-14.465,0.0424,0.617,0.0,0.1,0.417,140.875,205400,4
0.0805,0.0242,8,-20.04,0.0426,0.931,0.996,0.109,0.0921,168.225,512507,5
0.242,0.711,5,-7.76,0.0359,0.823,0.945,0.188,0.715,178.458,64373,4
0.543,0.944,10,-8.24,0.034,0.523,0.949,0.724,0.204,128.758,651000,4
0.752,0.635,0,-7.959,0.282,0.0179,0.861,0.0649,0.0536,159.829,371733,4
0.739,0.964,1,-7.939,0.0613,0.00789,0.928,0.0206,0.599,124.601,418599,4
0.711,0.62,11,-10.174,0.212,0.0175,0.0,0.134,0.805,179.817,217627,4
0.127,0.335,11,-8.298,0.0329,0.786,0.427,0.111,0.0686,77.078,288733,4
0.434,0.413,5,-13.963,0.028,0.0271,0.902,0.109,0.45,73.062,264754,4
0.266,0.706,9,-7.249,0.243,0.0633,0.0267,0.307,0.48,151.531,117907,4
0.435,0.604,1,-15.933,0.0313,0.213,0.881,0.0788,0.806,140.039,300320,4
0.522,0.652,6,-7.324,0.0305,0.204,0.00796,0.173,0.797,113.802,208093,4
0.505,0.561,7,-10.81,0.0281,0.202,0.0,0.63,0.291,131.382,167853,4
0.735,0.844,1,-5.215,0.167,0.142,0.0,0.319,0.742,156.069,286427,4
0.608,0.424,5,-12.276,0.0465,0.845,0.772,0.244,0.563,128.326,149587,4
0.715,0.562,7,-9.084,0.0502,0.2,0.000342,0.109,0.7,136.177,454440,4
0.832,0.588,11,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,250868,4
0.871,0.627,0,-16.109,0.0458,0.433,0.479,0.0378,0.809,102.917,301733,4
0.708,0.832,1,-4.964,0.318,0.02,2.8e-06,0.189,0.618,92.428,252600,4
0.858,0.427,10,-13.889,0.268,0.00859,0.0271,0.0686,0.622,99.19,170800,4
0.828,0.817,9,-9.25,0.0732,0.0139,0.768,0.105,0.363,124.005,511027,4
0.773,0.912,0,-6.955,0.184,0.000442,0.668,0.0721,0.333,128.089,367031,4
0.597,0.829,5,-9.397,0.131,0.0387,0.24,0.245,0.627,100.98,383173,4
0.266,0.935,9,-8.944,0.0698,0.00553,0.0739,0.291,0.252,102.858,252453,4
0.752,0.482,0,-12.355,0.0312,0.075,0.671,0.313,0.416,109.968,253108,4
0.545,0.575,10,-12.801,0.0914,0.0943,0.182,0.454,0.498,164.955,359907,4
0.761,0.803,10,-7.757,0.138,0.0294,0.00103,0.358,0.84,94.122,296373,4
0.874,0.657,10,-9.242,0.169,0.545,0.246,0.0378,0.94,103.415,162573,4
0.835,0.55,10,-9.784,0.153,0.163,3.01e-05,0.0361,0.808,115.567,237533,4
0.725,0.922,10,-10.393,0.253,0.02,0.874,0.212,0.537,119.418,500989,4
0.47,0.839,6,-3.5,0.0488,0.341,0.664,0.147,0.709,120.972,347880,4
0.825,0.77,6,-11.833,0.0441,0.025,0.00456,0.305,0.909,116.292,325227,4
0.576,0.564,7,-8.955,0.0394,0.953,0.0709,0.215,0.812,145.124,360547,4
0.795,0.6,2,-14.004,0.341,0.112,0.000171,0.111,0.633,101.78,250133,4
0.784,0.934,0,-8.825,0.0497,0.0249,0.868,0.0851,0.5,130.13,337907,4
0.48,0.254,0,-24.192,0.0768,0.988,0.964,0.104,0.51,173.826,181207,4
0.393,0.641,6,-9.589,0.0473,0.348,1.7e-05,0.287,0.782,125.005,172800,4
0.509,0.907,9,-6.661,0.0494,0.102,0.000557,0.0659,0.926,116.477,191067,4
0.697,0.943,2,-4.954,0.175,0.00269,0.0,0.0773,0.754,99.468,212853,4
0.775,0.801,2,-10.469,0.0496,0.00379,0.14,0.893,0.742,120.594,415933,4
0.357,0.793,0,-10.483,0.0587,0.227,0.0,0.165,0.71,109.198,816187,4
0.782,0.504,0,-10.977,0.123,0.0117,0.0596,0.225,0.455,127.674,337130,4
0.518,0.46,0,-9.605,0.0343,0.133,0.0204,0.338,0.335,155.339,410960,4
0.466,0.712,10,-11.911,0.0357,0.424,0.0171,0.36,0.533,109.141,251587,4
0.324,0.394,7,-11.385,0.0298,0.711,0.00206,0.19,0.221,129.859,1094733,4
0.736,0.47,0,-6.409,0.1,0.0397,0.0295,0.0816,0.171,96.229,159267,4
0.505,0.674,10,-10.622,0.0346,0.0666,0.426,0.114,0.61,155.645,390520,4
0.511,0.287,9,-14.756,0.288,0.662,0.0424,0.0571,0.395,113.05,323867,1
0.362,0.554,2,-12.228,0.0912,0.213,0.423,0.382,0.432,152.045,289107,3
0.939,0.859,11,-4.131,0.104,0.00882,0.0,0.102,0.889,136.025,261133,4
0.797,0.704,1,-12.035,0.0567,9.36e-05,0.912,0.0368,0.955,130.001,328000,4
0.329,0.284,5,-11.746,0.0276,0.644,0.595,0.131,0.193,93.203,207842,4
0.425,0.831,6,-12.434,0.0384,6.78e-06,0.822,0.354,0.726,109.588,418773,4
0.596,0.613,1,-10.885,0.05,0.674,5.09e-06,0.196,0.736,95.039,192773,4
0.446,0.988,11,-8.169,0.0801,0.0307,0.817,0.131,0.178,122.408,209667,4
0.718,0.372,9,-10.233,0.0617,0.0155,0.774,0.0717,0.583,83.628,114907,4
0.237,0.237,0,-19.166,0.0459,0.926,0.903,0.664,0.0397,71.375,75063,4
0.446,0.618,11,-9.439,0.0633,0.379,0.129,0.105,0.498,124.223,748040,4
0.729,0.498,0,-8.906,0.0821,0.537,0.322,0.134,0.78,111.77,344493,4
0.793,0.976,4,-10.012,0.0779,0.000361,0.92,0.0839,0.0377,126.291,557338,4
0.64,0.66,0,-8.062,0.0381,0.00351,0.0504,0.141,0.904,125.912,458960,4
0.818,0.507,0,-14.803,0.309,0.154,0.0,0.16,0.78,95.754,217360,4
0.445,0.417,9,-9.144,0.0298,0.854,3.33e-05,0.0941,0.473,136.459,189187,3
0.652,0.715,7,-12.612,0.0838,0.0302,0.854,0.0705,0.62,103.691,205773,4
0.393,0.745,2,-7.707,0.213,0.245,0.0216,0.646,0.527,86.155,99027,3
0.831,0.935,8,-6.02,0.197,0.0374,0.0,0.33,0.367,102.836,259227,4
0.67,0.674,0,-8.141,0.0319,0.493,2.2e-05,0.105,0.964,131.767,161613,4
0.519,0.483,9,-12.795,0.0277,0.139,0.000218,0.365,0.772,171.028,239907,4
0.73,0.693,7,-9.88,0.053,0.291,0.0138,0.139,0.78,90.978,298160,4
0.714,0.878,2,-6.209,0.065,0.153,0.811,0.0871,0.509,128.103,362947,4
0.774,0.623,1,-10.372,0.324,0.299,0.0,0.385,0.928,86.233,245080,4
0.543,0.932,7,-6.764,0.0548,0.0305,4.79e-05,0.0318,0.596,93.185,509520,4
0.499,0.48,5,-11.79,0.0277,0.0759,0.000772,0.102,0.534,105.762,173733,4
0.256,0.811,11,-8.41,0.0356,8.13e-06,0.788,0.113,0.195,139.934,288933,4
0.724,0.948,7,-3.325,0.287,0.00921,1.04e-05,0.0375,0.376,191.709,300133,4
0.492,0.586,6,-10.574,0.0555,0.00286,0.537,0.315,0.616,174.773,52720,5
0.813,0.703,11,-5.077,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533,4
0.164,0.625,2,-10.475,0.037,0.0754,0.61,0.313,0.426,178.156,362307,3
0.462,0.458,10,-17.236,0.0307,0.636,0.712,0.284,0.616,109.896,293840,4
0.566,0.673,9,-10.814,0.306,0.565,1.13e-06,0.0438,0.583,114.385,377747,4
0.627,0.691,0,-7.74,0.369,0.234,0.0,0.147,0.839,166.227,233440,4
0.802,0.716,10,-9.262,0.161,0.0635,0.00192,0.132,0.368,98.347,185560,4
0.731,0.801,2,-5.194,0.32,0.0363,0.0,0.0844,0.774,86.643,313107,4
0.463,0.553,7,-14.06,0.0249,0.0017,0.0869,0.111,0.347,94.915,205333,4
0.592,0.751,7,-10.098,0.0346,0.0414,0.837,0.261,0.71,150.005,331533,4
0.299,0.608,10,-8.735,0.0325,0.00502,0.947,0.159,0.582,111.954,143547,4
0.914,0.394,8,-10.239,0.361,0.189,0.000178,0.0982,0.426,91.504,257747,4
0.546,0.573,5,-9.89,0.0675,0.739,4.85e-05,0.105,0.688,111.763,145240,4
0.563,0.606,9,-10.399,0.0309,0.735,0.00781,0.224,0.921,157.489,233064,4
0.579,0.252,6,-13.296,0.0453,0.344,0.692,0.108,0.19,96.755,106853,4
0.246,0.523,1,-15.25,0.0339,0.282,0.984,0.126,0.91,161.606,123093,4
0.269,0.255,6,-14.918,0.0352,0.755,0.000376,0.173,0.0992,96.11,336960,4
0.678,0.432,1,-12.822,0.0451,0.375,0.000304,0.246,0.438,137.802,431680,4
0.517,0.853,9,-5.694,0.0298,0.38,0.00754,0.123,0.627,124.421,185307,4
0.377,0.261,0,-15.708,0.0411,0.132,0.875,0.116,0.0457,117.994,181933,3
0.811,0.606,2,-12.645,0.121,0.403,0.000396,0.0923,0.928,112.958,314012,4
0.616,0.72,1,-7.894,0.0495,0.324,1.05e-05,0.26,0.768,93.12,294426,4
0.371,0.444,8,-12.781,0.0675,0.162,0.000698,0.144,0.441,107.936,204480,4
0.528,0.714,7,-8.111,0.0788,0.0169,0.8,0.44,0.283,133.001,244493,4
0.285,0.784,3,-8.965,0.0833,0.258,5.3e-05,0.0912,0.664,107.678,1967427,4
0.83,0.785,9,-5.716,0.0451,0.0901,2.9e-05,0.0735,0.722,123.144,184946,4
0.361,0.205,6,-12.717,0.0314,0.954,0.0,0.101,0.323,86.324,246173,4
0.459,0.913,3,-9.937,0.0948,0.414,0.659,0.494,0.415,118.207,413960,4
0.521,0.194,6,-17.723,0.0305,0.946,0.939,0.955,0.0707,123.945,347627,4
0.339,0.465,9,-7.115,0.0373,0.0854,0.126,0.106,0.336,94.366,294467,4
0.277,0.652,4,-11.52,0.0495,0.0612,0.000653,0.14,0.184,92.73,353427,4
0.437,0.906,5,-7.949,0.0715,0.00195,0.834,0.632,0.496,113.063,609560,4
0.72,0.836,5,-6.402,0.128,0.0022,0.743,0.088,0.499,135.379,283971,4
0.432,0.072,0,-22.419,0.0366,0.992,0.889,0.0941,0.208,65.451,427840,3
0.475,0.298,9,-11.744,0.0455,0.258,0.707,0.114,0.388,77.892,335160,4
0.358,0.0329,10,-19.265,0.0372,0.994,0.927,0.101,0.145,65.855,509027,3
0.239,0.315,2,-9.826,0.0343,0.941,0.204,0.371,0.0599,108.219,347347,3
0.48,0.603,0,-12.281,0.0824,0.257,0.00116,0.107,0.619,129.849,541053,4
0.686,0.42,7,-12.75,0.0528,0.0242,0.00172,0.135,0.457,112.634,205893,4
0.419,0.454,8,-16.458,0.0413,0.58,4.38e-05,0.161,0.783,90.99,220573,4
0.405,0.414,7,-9.155,0.0729,0.345,0.00141,0.371,0.364,80.094,330000,3
0.617,0.892,0,-7.088,0.0496,0.23,0.00862,0.0885,0.569,134.042,486173,4
0.297,0.502,2,-10.375,0.0499,0.042,8.22e-05,0.0903,0.286,97.399,392145,3
0.928,0.45,4,-19.682,0.319,0.79,8.6e-05,0.13,0.908,99.838,231040,4
0.234,0.209,10,-12.852,0.0377,0.862,0.02,0.119,0.0641,174.136,223173,4
0.696,0.133,7,-20.836,0.0387,0.714,9.66e-06,0.11,0.653,116.456,138133,4
